      0.03800000      0.04600000     -0.04752000
      0.04200000     -0.04200000     -0.04752000
      0.04200000     -0.03800000     -0.04752000
      0.04200000      0.03800000     -0.04752000
      0.04200000      0.04200000     -0.04752000
      0.04600000     -0.03800000     -0.04752000
      0.04600000     -0.03400000     -0.04752000
      0.04600000      0.03400000     -0.04752000
      0.04600000      0.03800000     -0.04752000
      0.05000000     -0.03400000     -0.04752000
      0.05000000     -0.03000000     -0.04752000
      0.05000000     -0.02600000     -0.04752000
      0.05000000      0.02600000     -0.04752000
      0.05000000      0.03000000     -0.04752000
      0.05000000      0.03400000     -0.04752000
      0.05400000     -0.02600000     -0.04752000
      0.05400000     -0.02200000     -0.04752000
      0.05400000     -0.01800000     -0.04752000
      0.05400000     -0.01400000     -0.04752000
      0.05400000      0.01400000     -0.04752000
      0.05400000      0.01800000     -0.04752000
      0.05400000      0.02200000     -0.04752000
      0.05400000      0.02600000     -0.04752000
      0.05800000     -0.01400000     -0.04752000
      0.05800000     -0.01000000     -0.04752000
      0.05800000     -0.00600000     -0.04752000
      0.05800000     -0.00200000     -0.04752000
      0.05800000      0.00200000     -0.04752000
      0.05800000      0.00600000     -0.04752000
      0.05800000      0.01000000     -0.04752000
      0.05800000      0.01400000     -0.04752000
     -0.05800000     -0.01400000     -0.05616000
     -0.05800000     -0.01000000     -0.05616000
     -0.05800000     -0.00600000     -0.05616000
     -0.05800000     -0.00200000     -0.05616000
     -0.05800000      0.00200000     -0.05616000
     -0.05800000      0.00600000     -0.05616000
     -0.05800000      0.01000000     -0.05616000
     -0.05800000      0.01400000     -0.05616000
     -0.05400000     -0.02600000     -0.05616000
     -0.05400000     -0.02200000     -0.05616000
     -0.05400000     -0.01800000     -0.05616000
     -0.05400000     -0.01400000     -0.05616000
     -0.05400000      0.01400000     -0.05616000
     -0.05400000      0.01800000     -0.05616000
     -0.05400000      0.02200000     -0.05616000
     -0.05400000      0.02600000     -0.05616000
     -0.05000000     -0.03400000     -0.05616000
     -0.05000000     -0.03000000     -0.05616000
     -0.05000000     -0.02600000     -0.05616000
     -0.05000000      0.02600000     -0.05616000
     -0.05000000      0.03000000     -0.05616000
     -0.05000000      0.03400000     -0.05616000
     -0.04600000     -0.03800000     -0.05616000
     -0.04600000     -0.03400000     -0.05616000
     -0.04600000      0.03400000     -0.05616000
     -0.04600000      0.03800000     -0.05616000
     -0.04200000     -0.04200000     -0.05616000
     -0.04200000     -0.03800000     -0.05616000
     -0.04200000      0.03800000     -0.05616000
     -0.04200000      0.04200000     -0.05616000
     -0.03800000     -0.04600000     -0.05616000
     -0.03800000     -0.04200000     -0.05616000
     -0.03800000      0.04200000     -0.05616000
     -0.03800000      0.04600000     -0.05616000
     -0.03400000     -0.05000000     -0.05616000
     -0.03400000     -0.04600000     -0.05616000
     -0.03400000      0.04600000     -0.05616000
     -0.03400000      0.05000000     -0.05616000
     -0.03000000     -0.05000000     -0.05616000
     -0.03000000      0.05000000     -0.05616000
     -0.02600000     -0.05400000     -0.05616000
     -0.02600000     -0.05000000     -0.05616000
     -0.02600000      0.05000000     -0.05616000
     -0.02600000      0.05400000     -0.05616000
     -0.02200000     -0.05400000     -0.05616000
     -0.02200000      0.05400000     -0.05616000
     -0.01800000     -0.05400000     -0.05616000
     -0.01800000      0.05400000     -0.05616000
     -0.01400000     -0.05800000     -0.05616000
     -0.01400000     -0.05400000     -0.05616000
     -0.01400000      0.05400000     -0.05616000
     -0.01400000      0.05800000     -0.05616000
     -0.01000000     -0.05800000     -0.05616000
     -0.01000000      0.05800000     -0.05616000
     -0.00600000     -0.05800000     -0.05616000
     -0.00600000      0.05800000     -0.05616000
     -0.00200000     -0.05800000     -0.05616000
     -0.00200000      0.05800000     -0.05616000
      0.00200000     -0.05800000     -0.05616000
      0.00200000      0.05800000     -0.05616000
      0.00600000     -0.05800000     -0.05616000
      0.00600000      0.05800000     -0.05616000
      0.01000000     -0.05800000     -0.05616000
      0.01000000      0.05800000     -0.05616000
      0.01400000     -0.05800000     -0.05616000
      0.01400000     -0.05400000     -0.05616000
      0.01400000      0.05400000     -0.05616000
      0.01400000      0.05800000     -0.05616000
      0.01800000     -0.05400000     -0.05616000
      0.01800000      0.05400000     -0.05616000
      0.02200000     -0.05400000     -0.05616000
      0.02200000      0.05400000     -0.05616000
      0.02600000     -0.05400000     -0.05616000
      0.02600000     -0.05000000     -0.05616000
      0.02600000      0.05000000     -0.05616000
      0.02600000      0.05400000     -0.05616000
      0.03000000     -0.05000000     -0.05616000
      0.03000000      0.05000000     -0.05616000
      0.03400000     -0.05000000     -0.05616000
      0.03400000     -0.04600000     -0.05616000
      0.03400000      0.04600000     -0.05616000
      0.03400000      0.05000000     -0.05616000
      0.03800000     -0.04600000     -0.05616000
      0.03800000     -0.04200000     -0.05616000
      0.03800000      0.04200000     -0.05616000
      0.03800000      0.04600000     -0.05616000
      0.04200000     -0.04200000     -0.05616000
      0.04200000     -0.03800000     -0.05616000
      0.04200000      0.03800000     -0.05616000
      0.04200000      0.04200000     -0.05616000
      0.04600000     -0.03800000     -0.05616000
      0.04600000     -0.03400000     -0.05616000
      0.04600000      0.03400000     -0.05616000
      0.04600000      0.03800000     -0.05616000
      0.05000000     -0.03400000     -0.05616000
      0.05000000     -0.03000000     -0.05616000
      0.05000000     -0.02600000     -0.05616000
      0.05000000      0.02600000     -0.05616000
      0.05000000      0.03000000     -0.05616000
      0.05000000      0.03400000     -0.05616000
      0.05400000     -0.02600000     -0.05616000
      0.05400000     -0.02200000     -0.05616000
      0.05400000     -0.01800000     -0.05616000
      0.05400000     -0.01400000     -0.05616000
      0.05400000      0.01400000     -0.05616000
      0.05400000      0.01800000     -0.05616000
      0.05400000      0.02200000     -0.05616000
      0.05400000      0.02600000     -0.05616000
      0.05800000     -0.01400000     -0.05616000
      0.05800000     -0.01000000     -0.05616000
      0.05800000     -0.00600000     -0.05616000
      0.05800000     -0.00200000     -0.05616000
      0.05800000      0.00200000     -0.05616000
      0.05800000      0.00600000     -0.05616000
      0.05800000      0.01000000     -0.05616000
      0.05800000      0.01400000     -0.05616000
     -0.05800000     -0.01400000     -0.06480000
     -0.05800000     -0.01000000     -0.06480000
     -0.05800000     -0.00600000     -0.06480000
     -0.05800000     -0.00200000     -0.06480000
     -0.05800000      0.00200000     -0.06480000
     -0.05800000      0.00600000     -0.06480000
     -0.05800000      0.01000000     -0.06480000
     -0.05800000      0.01400000     -0.06480000
     -0.05400000     -0.02600000     -0.06480000
     -0.05400000     -0.02200000     -0.06480000
     -0.05400000     -0.01800000     -0.06480000
     -0.05400000     -0.01400000     -0.06480000
     -0.05400000      0.01400000     -0.06480000
     -0.05400000      0.01800000     -0.06480000
     -0.05400000      0.02200000     -0.06480000
     -0.05400000      0.02600000     -0.06480000
     -0.05000000     -0.03400000     -0.06480000
     -0.05000000     -0.03000000     -0.06480000
     -0.05000000     -0.02600000     -0.06480000
     -0.05000000      0.02600000     -0.06480000
     -0.05000000      0.03000000     -0.06480000
     -0.05000000      0.03400000     -0.06480000
     -0.04600000     -0.03800000     -0.06480000
     -0.04600000     -0.03400000     -0.06480000
     -0.04600000      0.03400000     -0.06480000
     -0.04600000      0.03800000     -0.06480000
     -0.04200000     -0.04200000     -0.06480000
     -0.04200000     -0.03800000     -0.06480000
     -0.04200000      0.03800000     -0.06480000
     -0.04200000      0.04200000     -0.06480000
     -0.03800000     -0.04600000     -0.06480000
     -0.03800000     -0.04200000     -0.06480000
     -0.03800000      0.04200000     -0.06480000
     -0.03800000      0.04600000     -0.06480000
     -0.03400000     -0.05000000     -0.06480000
     -0.03400000     -0.04600000     -0.06480000
     -0.03400000      0.04600000     -0.06480000
     -0.03400000      0.05000000     -0.06480000
     -0.03000000     -0.05000000     -0.06480000
     -0.03000000      0.05000000     -0.06480000
     -0.02600000     -0.05400000     -0.06480000
     -0.02600000     -0.05000000     -0.06480000
     -0.02600000      0.05000000     -0.06480000
     -0.02600000      0.05400000     -0.06480000
     -0.02200000     -0.05400000     -0.06480000
     -0.02200000      0.05400000     -0.06480000
     -0.01800000     -0.05400000     -0.06480000
     -0.01800000      0.05400000     -0.06480000
     -0.01400000     -0.05800000     -0.06480000
     -0.01400000     -0.05400000     -0.06480000
     -0.01400000      0.05400000     -0.06480000
     -0.01400000      0.05800000     -0.06480000
     -0.01000000     -0.05800000     -0.06480000
     -0.01000000      0.05800000     -0.06480000
     -0.00600000     -0.05800000     -0.06480000
     -0.00600000      0.05800000     -0.06480000
     -0.00200000     -0.05800000     -0.06480000
     -0.00200000      0.05800000     -0.06480000
      0.00200000     -0.05800000     -0.06480000
      0.00200000      0.05800000     -0.06480000
      0.00600000     -0.05800000     -0.06480000
      0.00600000      0.05800000     -0.06480000
      0.01000000     -0.05800000     -0.06480000
      0.01000000      0.05800000     -0.06480000
      0.01400000     -0.05800000     -0.06480000
      0.01400000     -0.05400000     -0.06480000
      0.01400000      0.05400000     -0.06480000
      0.01400000      0.05800000     -0.06480000
      0.01800000     -0.05400000     -0.06480000
      0.01800000      0.05400000     -0.06480000
      0.02200000     -0.05400000     -0.06480000
      0.02200000      0.05400000     -0.06480000
      0.02600000     -0.05400000     -0.06480000
      0.02600000     -0.05000000     -0.06480000
      0.02600000      0.05000000     -0.06480000
      0.02600000      0.05400000     -0.06480000
      0.03000000     -0.05000000     -0.06480000
      0.03000000      0.05000000     -0.06480000
      0.03400000     -0.05000000     -0.06480000
      0.03400000     -0.04600000     -0.06480000
      0.03400000      0.04600000     -0.06480000
      0.03400000      0.05000000     -0.06480000
      0.03800000     -0.04600000     -0.06480000
      0.03800000     -0.04200000     -0.06480000
      0.03800000      0.04200000     -0.06480000
      0.03800000      0.04600000     -0.06480000
      0.04200000     -0.04200000     -0.06480000
      0.04200000     -0.03800000     -0.06480000
      0.04200000      0.03800000     -0.06480000
      0.04200000      0.04200000     -0.06480000
      0.04600000     -0.03800000     -0.06480000
      0.04600000     -0.03400000     -0.06480000
      0.04600000      0.03400000     -0.06480000
      0.04600000      0.03800000     -0.06480000
      0.05000000     -0.03400000     -0.06480000
      0.05000000     -0.03000000     -0.06480000
      0.05000000     -0.02600000     -0.06480000
      0.05000000      0.02600000     -0.06480000
      0.05000000      0.03000000     -0.06480000
      0.05000000      0.03400000     -0.06480000
      0.05400000     -0.02600000     -0.06480000
      0.05400000     -0.02200000     -0.06480000
      0.05400000     -0.01800000     -0.06480000
      0.05400000     -0.01400000     -0.06480000
      0.05400000      0.01400000     -0.06480000
      0.05400000      0.01800000     -0.06480000
      0.05400000      0.02200000     -0.06480000
